transaction_id,customer_id,amount_usd,ml_risk_probability,ml_risk_score,ml_risk_level,top_positive_shap_features,top_positive_shap_values,top_negative_shap_features,top_negative_shap_values
TXN00115219,CUST002838,158.74,3.2836130751908237e-09,3.2836130751908237e-07,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,5.019582 | 1.509443 | 1.502106,cash_ratio_24h | log_amount | transaction_month,-1.796937 | -1.460175 | -1.396581
TXN00042951,CUST001970,571.98,4.695350489573356e-12,4.695350489573356e-10,LOW,transaction_month | log_amount | cash_ratio_24h,1.453584 | 1.432683 | 0.268508,transaction_hour | international_ratio_24h | is_night_transaction,-3.244894 | -1.361817 | -0.530345
TXN00029542,CUST000828,666.98,1.3012747319180901e-15,1.30127473191809e-13,LOW,log_amount | is_small_cash_transaction | amount_vs_customer_max,1.780123 | 0.776018 | 0.603631,transaction_hour | cash_ratio_24h | channel_transaction_ratio,-3.244894 | -1.796937 | -1.661276
TXN00084192,CUST002247,962.51,1.5142821935172842e-09,1.5142821935172842e-07,LOW,transaction_hour | log_amount | is_night_transaction,3.714664 | 2.609781 | 1.509443,international_ratio_24h | transaction_month | unique_counterparties,-1.361817 | -0.921553 | -0.708851
TXN00075706,CUST002813,43.01,5.613816671004671e-10,5.613816671004671e-08,LOW,transaction_hour | is_night_transaction | international_ratio_24h,4.584609 | 1.509443 | 1.248694,log_amount | is_weekend | amount_vs_customer_max,-4.379820 | -0.430003 | -0.335526
TXN00071468,CUST000050,31.53,3.204265624670285e-13,3.204265624670285e-11,LOW,suspicious_transaction_ratio | channel_transaction_count | rapid_movement_ratio,5.280900 | 3.388929 | 2.429835,amount_deviation_from_average | log_amount | transaction_hour,-5.730004 | -5.064371 | -3.679867
TXN00079887,CUST004294,664.43,1.9578520974604476e-13,1.9578520974604477e-11,LOW,transaction_hour | log_amount | customer_min_transaction,2.844720 | 1.771461 | 0.321472,international_ratio_24h | pep_flag | channel_transaction_ratio,-1.361817 | -1.343559 | -1.293441
TXN00098582,CUST000590,264.01,7.328116486319287e-14,7.328116486319286e-12,LOW,transaction_month | customer_max_transaction | cash_ratio_24h,1.928612 | 0.288776 | 0.268508,channel_transaction_ratio | international_ratio_24h | counterparty_diversity_ratio,-1.494078 | -1.361817 | -1.236111
TXN00092875,CUST004516,1167.06,6.663816283514062e-11,6.663816283514062e-09,LOW,log_amount | transaction_hour | international_ratio_24h,3.045796 | 1.539802 | 1.248694,transaction_month | counterparty_diversity_ratio | is_night_transaction,-2.346636 | -1.366338 | -0.530345
TXN00051642,CUST001816,1338.36,3.6266856019795163e-08,3.6266856019795162e-06,LOW,transaction_hour | log_amount | is_night_transaction,4.584609 | 3.355731 | 1.509443,international_ratio_24h | amount_vs_customer_average | customer_volume_share,-1.361817 | -0.628566 | -0.460161
TXN00096828,CUST003063,140.88,1.6834982164372886e-13,1.6834982164372887e-11,LOW,transaction_hour | customer_max_transaction | customer_transaction_std,1.974775 | 1.176652 | 0.545468,transaction_month | log_amount | international_ratio_24h,-1.871608 | -1.728705 | -1.361817
TXN00019426,CUST004197,293.67,2.008304009041751e-09,2.0083040090417511e-07,LOW,transaction_month | channel_transaction_ratio | international_ratio_24h,2.403639 | 1.687960 | 1.248694,cash_ratio_24h | is_night_transaction | unique_counterparties,-1.796937 | -0.530345 | -0.408998
TXN00056420,CUST000398,187.81,1.7607799038410404e-13,1.7607799038410404e-11,LOW,transaction_month | unique_destination_countries | cash_ratio_24h,0.978557 | 0.335847 | 0.268508,transaction_hour | international_ratio_24h | log_amount,-2.809922 | -1.361817 | -1.081512
TXN00040496,CUST004831,268.38,8.89131930448367e-16,8.89131930448367e-14,LOW,amount_vs_customer_max | cash_ratio_24h | is_weekend,0.291074 | 0.268508 | 0.202354,transaction_hour | international_ratio_24h | pep_flag,-2.809922 | -1.361817 | -1.343559
TXN00022808,CUST003863,3564.32,8.488878132099277e-13,8.488878132099278e-11,LOW,log_amount | amount_vs_customer_max | amount_deviation_from_average,5.573128 | 1.826970 | 1.433096,top_transaction_indicator | customer_volume_share | amount_vs_customer_average,-3.591158 | -2.474934 | -2.268744
TXN00007534,CUST004840,58.32,1.0875397147710093e-13,1.0875397147710094e-11,LOW,channel_transaction_count | unique_counterparties | customer_total_transactions,0.845961 | 0.490558 | 0.446849,log_amount | transaction_hour | international_ratio_24h,-3.703705 | -1.505005 | -1.361817
TXN00020818,CUST000338,1970.83,3.412347263859837e-13,3.412347263859837e-11,LOW,log_amount | transaction_month | amount_vs_customer_max,4.231695 | 2.403639 | 1.826970,top_transaction_indicator | transaction_hour | amount_vs_customer_average,-3.591158 | -3.244894 | -1.454863
TXN00100188,CUST003307,520.2,2.0780530994361135e-10,2.0780530994361135e-08,LOW,transaction_hour | transaction_month | log_amount,1.974775 | 1.928612 | 1.218167,international_ratio_24h | is_night_transaction | channel_transaction_count,-1.361817 | -0.530345 | -0.340758
TXN00024772,CUST002193,198.21,6.21861384446608e-14,6.2186138444660794e-12,LOW,channel_transaction_ratio | unique_destination_countries | cash_ratio_24h,0.493187 | 0.335847 | 0.268508,transaction_month | international_ratio_24h | transaction_hour,-1.871608 | -1.361817 | -1.070032
TXN00092917,CUST000966,415.12,1.500733284905794e-10,1.500733284905794e-08,LOW,transaction_hour | log_amount | transaction_month,2.844720 | 0.708220 | 0.503529,international_ratio_24h | is_night_transaction | is_weekend,-1.361817 | -0.530345 | -0.430003
TXN00036670,CUST003617,445.78,1.139112479935005e-11,1.139112479935005e-09,LOW,international_ratio_24h | log_amount | customer_min_transaction,1.248694 | 0.869232 | 0.393056,transaction_hour | transaction_month | is_night_transaction,-1.505005 | -1.396581 | -0.530345
TXN00087155,CUST002554,371.3,3.1242688451607155e-09,3.124268845160716e-07,LOW,transaction_hour | is_night_transaction | international_ratio_24h,3.279692 | 1.509443 | 1.248694,transaction_month | counterparty_diversity_ratio | minutes_since_previous_transaction,-2.821663 | -0.994951 | -0.484148
TXN00074482,CUST002559,218.28,7.754163567497148e-10,7.754163567497147e-08,LOW,transaction_hour | is_night_transaction | international_ratio_24h,3.279692 | 1.509443 | 1.248694,channel_transaction_ratio | channel_transaction_count | log_amount,-1.375182 | -1.018882 | -0.742677
TXN00096714,CUST004555,2259.47,8.456567743193634e-07,8.456567743193634e-05,LOW,log_amount | transaction_hour | transaction_month,4.541093 | 1.974775 | 1.928612,amount_vs_customer_average | is_night_transaction | is_weekend,-0.581107 | -0.530345 | -0.430003
SCN01510010,CUST000151,4021.06,0.9999951818729665,99.99951818729666,CRITICAL,log_amount | rapid_transaction_indicator | transactions_24h,5.846130 | 5.711653 | 5.679245,volume_30d | transactions_30d | average_transaction_30d,-1.211128 | -1.079425 | -0.847740
TXN00007986,CUST002010,219.27,3.931608125713297e-12,3.9316081257132966e-10,LOW,transaction_hour | international_ratio_24h | adverse_media_flag,1.974775 | 1.248694 | 0.549416,transaction_month | counterparty_diversity_ratio | log_amount,-2.346636 | -0.858034 | -0.732474
TXN00114451,CUST002996,430.0,5.338917537571632e-10,5.3389175375716315e-08,LOW,transaction_hour | international_ratio_24h | amount_vs_customer_max,1.974775 | 1.248694 | 0.841480,is_night_transaction | transaction_day_of_week | channel_transaction_count,-0.530345 | -0.352400 | -0.340758
TXN00057568,CUST000468,773.78,3.4184645387305584e-10,3.4184645387305584e-08,LOW,log_amount | channel_transaction_ratio | transaction_month,2.116043 | 1.181087 | 0.978557,international_ratio_24h | is_night_transaction | suspicious_transaction_ratio,-1.361817 | -0.530345 | -0.276996
TXN00079341,CUST000423,713.66,1.4935810722372197e-10,1.4935810722372198e-08,LOW,log_amount | international_ratio_24h | transaction_month,1.933109 | 1.248694 | 0.978557,channel_transaction_ratio | channel_transaction_count | transaction_hour,-1.420281 | -1.018882 | -0.635060
TXN00050997,CUST002217,20.22,3.3566744280440476e-14,3.3566744280440475e-12,LOW,international_ratio_24h | channel_transaction_ratio | structuring_ratio,1.248694 | 0.529742 | 0.399538,log_amount | transaction_hour | is_night_transaction,-6.031943 | -1.939977 | -0.530345
TXN00005852,CUST002393,977.55,3.12309944751624e-06,0.00031230994475162397,LOW,transaction_hour | log_amount | transaction_month,5.454554 | 2.644861 | 2.403639,channel_transaction_ratio | is_weekend | amount_vs_customer_average,-0.444590 | -0.430003 | -0.353266
TXN00088147,CUST000419,792.53,1.0697950364785929e-08,1.0697950364785928e-06,LOW,transaction_hour | log_amount | international_ratio_24h,2.409747 | 2.170200 | 1.248694,cash_ratio_24h | is_night_transaction | transaction_month,-1.796937 | -0.530345 | -0.446526
TXN00073003,CUST002734,644.65,1.7454721428249416e-10,1.7454721428249416e-08,LOW,transaction_hour | log_amount | is_night_transaction,5.019582 | 1.703118 | 1.509443,transaction_month | international_ratio_24h | channel_transaction_ratio,-1.871608 | -1.361817 | -1.322868
TXN00091506,CUST000030,336.28,2.476448899757178e-13,2.476448899757178e-11,LOW,suspicious_transaction_ratio | structuring_ratio | rapid_movement_ratio,5.533531 | 5.180020 | 2.545365,structuring_customer_count | transaction_month | transaction_hour,-8.034621 | -2.346636 | -1.939977
TXN00007650,CUST002263,366.66,2.5379998932425243e-10,2.5379998932425243e-08,LOW,transaction_hour | international_ratio_24h | channel_transaction_ratio,1.974775 | 1.248694 | 0.795863,transaction_month | is_night_transaction | suspicious_transaction_ratio,-2.346636 | -0.530345 | -0.276996
TXN00115015,CUST002414,500.26,1.0890215383186996e-08,1.0890215383186996e-06,LOW,rapid_transaction_indicator | transaction_month | log_amount,5.711653 | 1.453584 | 1.129819,is_night_transaction | is_weekend | customer_risk_numeric,-0.530345 | -0.430003 | -0.363574
TXN00081670,CUST003675,106.11,1.3600829569695096e-14,1.3600829569695097e-12,LOW,international_ratio_24h | unique_destination_countries | amount_vs_customer_average,1.248694 | 0.335847 | 0.281082,transaction_hour | log_amount | transaction_month,-2.374949 | -2.365402 | -1.871608
TXN00030841,CUST004271,530.94,6.100388757460897e-11,6.100388757460897e-09,LOW,log_amount | international_ratio_24h | unique_counterparties,1.264362 | 1.248694 | 0.910351,transaction_hour | transaction_month | is_night_transaction,-1.939977 | -1.871608 | -0.530345
TXN00103109,CUST003808,84.9,2.6086993749602434e-10,2.6086993749602435e-08,LOW,transaction_hour | is_night_transaction | adverse_media_flag,4.584609 | 1.509443 | 0.549416,log_amount | international_ratio_24h | customer_risk_numeric,-2.865185 | -1.361817 | -0.363574
TXN00084701,CUST001482,302.25,6.188138392411342e-07,6.188138392411342e-05,LOW,rule_alert_ratio | transaction_hour | transaction_month,4.736594 | 4.149637 | 2.403639,international_ratio_24h | channel_transaction_count | unique_counterparties,-1.361817 | -0.510289 | -0.468969
TXN00089699,CUST002129,558.84,2.0504608029205185e-12,2.0504608029205185e-10,LOW,is_night_transaction | transaction_month | log_amount,1.509443 | 1.453584 | 1.380140,transaction_hour | international_ratio_24h | channel_transaction_ratio,-4.549811 | -1.361817 | -0.616624
TXN00008666,CUST002026,453.04,1.2061605070060039e-11,1.206160507006004e-09,LOW,international_ratio_24h | transaction_hour | log_amount,1.248694 | 1.104830 | 0.905739,transaction_month | cash_ratio_24h | is_night_transaction,-2.821663 | -1.796937 | -0.530345
TXN00081040,CUST002845,279.82,1.2545764755421314e-08,1.2545764755421315e-06,LOW,transaction_hour | is_night_transaction | international_ratio_24h,4.149637 | 1.509443 | 1.248694,transaction_month | unique_destination_countries | transaction_day_of_week,-0.921553 | -0.369714 | -0.352400
TXN00025136,CUST003229,3229.7,5.028185085944409e-11,5.028185085944409e-09,LOW,log_amount | amount_vs_customer_max | international_ratio_24h,5.349919 | 1.826970 | 1.248694,top_transaction_indicator | cash_ratio_24h | transaction_month,-3.591158 | -1.796937 | -1.396581
TXN00060860,CUST001942,56.83,3.860070983214446e-14,3.860070983214446e-12,LOW,channel_transaction_count | channel_transaction_ratio | amount_vs_customer_average,1.015492 | 1.015042 | 0.321585,log_amount | transaction_hour | international_ratio_24h,-3.761319 | -1.505005 | -1.361817
TXN00109208,CUST001090,722.44,1.711145130185472e-08,1.711145130185472e-06,LOW,transaction_hour | log_amount | is_night_transaction,3.714664 | 1.960764 | 1.509443,international_ratio_24h | transaction_month | suspicious_transaction_ratio,-1.361817 | -0.921553 | -0.276996
TXN00033007,CUST001381,464.47,1.1130483515789386e-07,1.1130483515789386e-05,LOW,transaction_hour | is_night_transaction | international_ratio_24h,3.279692 | 1.509443 | 1.248694,transaction_month | transaction_day | suspicious_transaction_ratio,-0.921553 | -0.336514 | -0.276996
TXN00033839,CUST003100,153.13,3.5800945601482836e-11,3.5800945601482835e-09,LOW,international_ratio_24h | transaction_month | transaction_hour,1.248694 | 0.978557 | 0.669858,log_amount | is_night_transaction | is_weekend,-1.541145 | -0.530345 | -0.430003
TXN00071922,CUST001061,943.03,1.1437751835733014e-12,1.1437751835733013e-10,LOW,log_amount | international_ratio_24h | is_small_cash_transaction,2.563523 | 1.248694 | 0.776018,transaction_hour | transaction_month | channel_transaction_ratio,-3.244894 | -1.871608 | -1.087453
TXN00070735,CUST002715,93.5,2.6535726500818295e-13,2.6535726500818296e-11,LOW,international_ratio_24h | amount_vs_customer_average | customer_volume_share,1.248694 | 0.308537 | 0.277538,log_amount | transaction_hour | is_night_transaction,-2.649086 | -1.070032 | -0.530345
TXN00107276,CUST001989,3647.05,1.183250178104373e-09,1.1832501781043729e-07,LOW,log_amount | transaction_hour | amount_vs_customer_max,5.625080 | 2.409747 | 1.826970,top_transaction_indicator | amount_vs_customer_average | international_ratio_24h,-3.591158 | -1.731817 | -1.361817
TXN00053400,CUST002157,310.43,2.540568835826527e-13,2.540568835826527e-11,LOW,international_ratio_24h | transaction_hour | amount_vs_customer_max,1.248694 | 0.669858 | 0.322184,transaction_month | counterparty_diversity_ratio | channel_transaction_ratio,-1.396581 | -1.366338 | -1.146307
TXN00041917,CUST001213,37.7,2.394145703703825e-10,2.3941457037038252e-08,LOW,transaction_hour | is_night_transaction | international_ratio_24h,5.454554 | 1.509443 | 1.248694,log_amount | transaction_month | is_weekend,-4.671024 | -2.346636 | -0.430003
TXN00078499,CUST003223,532.7,9.98246078306239e-12,9.982460783062392e-10,LOW,transaction_month | log_amount | international_ratio_24h,1.453584 | 1.271843 | 1.248694,counterparty_diversity_ratio | channel_transaction_ratio | channel_transaction_count,-1.236111 | -1.226562 | -1.018882
TXN00030432,CUST001716,221.8,9.738209267113686e-10,9.738209267113686e-08,LOW,transaction_hour | is_night_transaction | international_ratio_24h,3.714664 | 1.509443 | 1.248694,transaction_month | counterparty_diversity_ratio | log_amount,-2.821663 | -0.858034 | -0.706609
TXN00004999,CUST003385,869.55,3.962838857283234e-11,3.962838857283234e-09,LOW,log_amount | channel_transaction_count | channel_transaction_ratio,2.379998 | 1.693617 | 1.359431,transaction_hour | transaction_month | international_ratio_24h,-2.374949 | -1.396581 | -1.361817
TXN00003214,CUST003923,1068.46,2.2568875880820867e-10,2.2568875880820868e-08,LOW,log_amount | transaction_hour | international_ratio_24h,2.846061 | 1.539802 | 1.248694,cash_ratio_24h | is_night_transaction | customer_volume_share,-1.796937 | -0.530345 | -0.503665
TXN00059382,CUST001204,710.77,7.027016152041695e-08,7.027016152041694e-06,LOW,transaction_hour | log_amount | is_night_transaction,4.584609 | 1.923931 | 1.509443,transaction_month | amount_vs_customer_average | customer_volume_share,-0.921553 | -0.483251 | -0.459327
TXN00069417,CUST002090,333.65,6.374941522480826e-11,6.3749415224808256e-09,LOW,transaction_month | international_ratio_24h | channel_transaction_ratio,1.928612 | 1.248694 | 0.325034,transaction_hour | is_night_transaction | suspicious_transaction_ratio,-2.374949 | -0.530345 | -0.276996
SCN00800011,CUST000080,4410.73,0.9999778494391605,99.99778494391605,CRITICAL,log_amount | suspicious_transaction_ratio | rapid_transaction_indicator,6.055563 | 5.810223 | 5.711653,structuring_customer_count | volume_30d | average_transaction_30d,-2.292676 | -2.017021 | -1.742585
TXN00084292,CUST000718,476.18,2.3826251009200303e-12,2.3826251009200304e-10,LOW,international_ratio_24h | channel_transaction_ratio | log_amount,1.248694 | 1.022558 | 1.018319,transaction_hour | transaction_month | is_night_transaction,-3.244894 | -2.821663 | -0.530345
TXN00028668,CUST000934,306.99,5.858180997525317e-13,5.858180997525316e-11,LOW,channel_transaction_ratio | channel_transaction_count | cash_ratio_24h,0.913570 | 0.506898 | 0.268508,transaction_hour | international_ratio_24h | transaction_month,-2.809922 | -1.361817 | -0.921553
TXN00047623,CUST000034,352.44,6.360702401417574e-07,6.360702401417574e-05,LOW,suspicious_transaction_ratio | structuring_ratio | transaction_hour,5.958692 | 5.566808 | 5.454554,structuring_customer_count | amount_deviation_from_average | channel_transaction_ratio,-8.034621 | -1.763855 | -1.454930
